Confirmed,Deceased,Recovered,Date,totalConfirmed,totalFatalities,totalRecovered,Region,Population
0,0,0,4/12/2020,1,0,0,Arunachal Pradesh,1570458
0,0,0,4/13/2020,1,0,0,Arunachal Pradesh,1570458
0,0,0,4/14/2020,1,0,0,Arunachal Pradesh,1570458
0,0,1,4/15/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/16/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/17/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/18/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/19/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/20/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/21/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/22/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/23/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/24/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/25/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/26/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/27/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/28/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/29/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,4/30/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/1/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/2/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/3/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/4/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/5/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/6/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/7/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/8/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/9/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/10/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/11/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/12/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/13/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/14/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/15/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/16/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/17/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/18/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/19/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/20/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/21/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/22/2020,1,0,1,Arunachal Pradesh,1570458
0,0,0,5/23/2020,1,0,1,Arunachal Pradesh,1570458
1,0,0,5/24/2020,2,0,1,Arunachal Pradesh,1570458
0,0,0,5/25/2020,2,0,1,Arunachal Pradesh,1570458
0,0,0,5/26/2020,2,0,1,Arunachal Pradesh,1570458
0,0,0,5/27/2020,2,0,1,Arunachal Pradesh,1570458
1,0,0,5/28/2020,3,0,1,Arunachal Pradesh,1570458
0,0,0,5/29/2020,3,0,1,Arunachal Pradesh,1570458
1,0,0,5/30/2020,4,0,1,Arunachal Pradesh,1570458
0,0,0,5/31/2020,4,0,1,Arunachal Pradesh,1570458
18,0,0,6/1/2020,22,0,1,Arunachal Pradesh,1570458
2,0,0,6/2/2020,24,0,1,Arunachal Pradesh,1570458
10,0,0,6/3/2020,34,0,1,Arunachal Pradesh,1570458
5,0,0,6/4/2020,39,0,1,Arunachal Pradesh,1570458
4,0,0,6/5/2020,43,0,1,Arunachal Pradesh,1570458
2,0,0,6/6/2020,45,0,1,Arunachal Pradesh,1570458
3,0,0,6/7/2020,48,0,1,Arunachal Pradesh,1570458
6,0,0,6/8/2020,54,0,1,Arunachal Pradesh,1570458
0,0,1,6/9/2020,54,0,2,Arunachal Pradesh,1570458
4,0,2,6/10/2020,58,0,4,Arunachal Pradesh,1570458
6,0,0,6/11/2020,64,0,4,Arunachal Pradesh,1570458
19,0,0,6/12/2020,83,0,4,Arunachal Pradesh,1570458
5,0,2,6/13/2020,88,0,6,Arunachal Pradesh,1570458
3,0,1,6/14/2020,91,0,7,Arunachal Pradesh,1570458
4,0,0,6/15/2020,95,0,7,Arunachal Pradesh,1570458
4,0,0,6/16/2020,99,0,7,Arunachal Pradesh,1570458
4,0,3,6/17/2020,103,0,10,Arunachal Pradesh,1570458
0,0,1,6/18/2020,103,0,11,Arunachal Pradesh,1570458
